1, 0, 0, 0, 0, 0, 2, 2
2, 0, 0, 0, 0, 0, 1, 1
3, 0, 0, 0, 0, 0, 2, 2
4, 0, 0, 0, 0, 0, 2, 2
5, 0, 0, 0, 0, 0, 2, 2
6, 0, 0, 0, 0, 0, 2, 2
7, 0, 0, 0, 0, 0, 1, 1
8, 0, 0, 0, 0, 0, 1, 1
9, 0, 0, 0, 0, 0, 1, 1
10, 0, 0, 0, 0, 0, 1, 2
11, 0, 0, 0, 0, 0, 1, 1
12, 0, 0, 0, 0, 0, 1, 0
13, 0, 0, 0, 0, 0, 1, 1
14, 0, 0, 0, 0, 0, 2, 1
15, 0, 0, 0, 0, 0, 2, 2
16, 0, 0, 0, 0, 0, 2, 2
17, 0, 0, 0, 0, 0, 2, 2
18, 0, 0, 0, 0, 0, 1, 1
19, 0, 0, 0, 0, 0, 1, 1
20, 0, 0, 0, 0, 0, 1, 1
21, 0, 0, 0, 0, 0, 1, 1
22, 0, 0, 0, 0, 0, 1, 1
23, 0, 0, 0, 0, 0, 0, 0
24, 0, 0, 0, 0, 0, 1, 0
25, 0, 0, 0, 0, 0, 0, 0
26, 0, 0, 0, 0, 0, 2, 1
27, 0, 0, 0, 0, 0, 1, 0
28, 0, 0, 0, 0, 0, 0, 0
29, 0, 0, 0, 0, 0, 0, 0
30, 0, 0, 0, 0, 0, 0, 0
31, 0, 0, 0, 0, 0, 0, 0
32, 0, 0, 0, 0, 0, 1, 0
33, 0, 0, 0, 0, 0, 0, 0
34, 0, 0, 0, 0, 0, 0, 0
35, 0, 0, 0, 0, 0, 1, 1
36, 0, 0, 0, 0, 0, 1, 1
37, 0, 0, 0, 0, 0, 2, 1
38, 0, 0, 0, 0, 0, 1, 1
39, 0, 0, 0, 0, 0, 2, 1
40, 0, 0, 0, 0, 0, 1, 1
41, 0, 0, 0, 0, 0, 1, 1
42, 0, 0, 0, 0, 0, 1, 0
43, 0, 0, 0, 0, 0, 1, 1
44, 0, 0, 0, 0, 0, 1, 0
45, 0, 0, 0, 0, 0, 1, 1
46, 0, 0, 0, 0, 0, 1, 1
47, 0, 0, 0, 0, 0, 0, 0
48, 1, 0, 0, 0, 0, 1, 1
49, 0, 0, 0, 0, 0, 0, 0
50, 0, 0, 0, 0, 0, 0, 0
51, 1, 1, 1, 0, 1, 1, 1
52, 1, 1, 1, 1, 1, 1, 1
53, 1, 0, 0, 1, 1, 1, 1
54, 0, 0, 0, 0, 0, 1, 1
55, 0, 0, 0, 0, 0, 1, 1
56, 1, 0, 0, 0, 0, 1, 1
57, 0, 0, 0, 0, 0, 0, 0
58, 1, 1, 1, 1, 1, 1, 1
59, 0, 0, 0, 0, 0, 0, 0
60, 0, 0, 0, 0, 0, 1, 1
61, 0, 0, 0, 0, 0, 1, 1
62, 0, 1, 1, 0, 0, 1, 1
63, 0, 0, 0, 0, 0, 1, 1
64, 1, 0, 1, 0, 1, 1, 1
65, 1, 0, 0, 0, 1, 1, 1
66, 0, 0, 0, 1, 0, 1, 1
67, 0, 1, 1, 1, 1, 1, 1
68, 0, 0, 0, 0, 1, 1, 1
69, 0, 0, 0, 0, 0, 1, 1
70, 0, 0, 0, 0, 0, 0, 0
71, 0, 0, 0, 0, 0, 0, 0
72, 0, 0, 0, 0, 0, 1, 1
73, 0, 0, 0, 0, 0, 1, 2
74, 0, 0, 0, 0, 0, 1, 1
75, 0, 0, 0, 0, 0, 1, 1
76, 0, 0, 0, 0, 0, 1, 1
77, 0, 0, 0, 0, 0, 1, 1
78, 0, 0, 0, 0, 0, 1, 1
79, 0, 0, 1, 0, 0, 1, 1
80, 0, 0, 0, 0, 0, 1, 1
81, 0, 0, 0, 0, 0, 1, 1
82, 0, 0, 0, 1, 0, 1, 1
83, 0, 1, 0, 0, 0, 1, 1
84, 0, 0, 0, 0, 0, 1, 1
85, 0, 0, 1, 0, 0, 1, 1
86, 0, 0, 1, 0, 1, 1, 1
87, 0, 0, 0, 1, 0, 1, 1
88, 1, 1, 0, 0, 0, 1, 1
89, 0, 0, 0, 0, 0, 1, 1
90, 0, 0, 0, 0, 0, 1, 1
91, 1, 0, 1, 0, 1, 1, 1
92, 0, 0, 0, 0, 0, 1, 1
93, 0, 0, 0, 0, 0, 1, 1
94, 0, 0, 0, 0, 0, 1, 1
95, 0, 0, 0, 0, 0, 2, 1
96, 1, 1, 1, 1, 1, 1, 1
97, 0, 0, 0, 0, 0, 1, 1
98, 0, 0, 0, 1, 0, 1, 1
99, 0, 0, 0, 0, 0, 1, 1
100, 0, 0, 0, 1, 0, 1, 1
101, 1, 0, 1, 0, 0, 1, 1
102, 0, 1, 0, 0, 0, 1, 1
12, brightness 10, contrast 12, adaptive 9, contrast brightness 11, 100, alt_gs 91
time 21.9958019257, brightness time 21.313795805, contrast time 19.3011138439, adaptive time 21.1126363277 contrast brightness 23.2953999043 time 46.7449467182 alt_gs time 47.391068697
